,show_id,show_title,brand,union_id,xmin,ymin,xmax,ymax,gender,season,style,category,collar,sleeve,sleeve_type,fabric,contour,clothes_length,technology,texture,accessories,path,done,ori_w,ori_h,ratio,aesthetic,cv_var,cv_lightness,cv_saturation,caption-base,caption-large,face_count,face_loc,face_col,weight,view,look_at_viewer,color_3,color_2,color_1,prompt_image,prompt_clothes,tgt_w,tgt_h
1307184,6795a7f66bf6caab2df7eb9469a63e92,2018春夏巴黎Sacai成衣,Sacai,33_4106a4b0dba7bdefc1c5c569483b9540,0.2518,0.1696,0.9304,0.8446,女装,春夏,极简#工装风,无袖外套 / 马甲,V领,无袖,,雪纺,A型,长款,褶裥,纯色,基础绳带,imgs/show_768/ed4355ab2100f18a0590546f5007f24a_2a25e299f77142b8dfe17abc616bde6e.png,True,2570.0,3861.0,0.67,5.972339630126953,245.0084514956096,123.60420848705152,32.82711226851852,a model walks down the runway at the balknotn show,arafed image of a woman walking down a runway wearing a black dress,1.0,"(108, 411, 187, 332)",0.0,1.0,3.0,False,蓝黑色,幽蓝,蓝色,"a full body view photo , a model walks down the runway at the balknotn show , White Race","Women's Clothes for Spring and Summer , Minimalism & Tooling Style Blue Color Sleeveless Jacket , L Size , V-Neck Collar , Chiffon Fabric , A-Line Contour , Pleat Making Technology , Solid Color Texture , Basic Rope Accessories",768,1152
1307480,6110001a77da7c2f519179179cb52aec,2021初秋巴黎Sacai成衣,Sacai,33_0293c1679e919a22fca8fc725a5bcbb6,0.2868,0.4746,0.6919,0.9478,女装,秋冬,浪漫/淑女,半身裙,,,无袖,雪纺,A型,长款,印花,几何#撞色/渐变,基础绳带,imgs/show_768/28eb1b98e9e5c55add443536414e2556_6fbc7275552301d0b379fd4813f0e68e.png,True,3333.0,5000.0,0.67,5.197266578674316,330.05050998261856,168.07306021231193,39.20309448242188,a woman in a green jacket and skirt holding a bag,arafed image of a woman in a camouflage outfit holding a bag,1.0,"(89, 426, 183, 331)",3.0,1.0,3.0,False,踢踏舞鞋色#暗土褐色,深黑#松球色,黑白灰#大地色,"a full body view photo , a woman in a green jacket and skirt holding a bag , Black Race","Women's Clothes for Autumn and Winter , Romance / Lady Style Achromatic & Earth Tone Color Skirt , L Size , Chiffon Fabric , A-Line Contour , Printing Making Technology , Geometry & Bump / Gradient Texture , Basic Rope Accessories",768,1152
1307481,6110001a77da7c2f519179179cb52aec,2021初秋巴黎Sacai成衣,Sacai,33_0293c1679e919a22fca8fc725a5bcbb6,0.3006,0.1076,0.7651,0.5592,女装,秋冬,复古,针织外套,翻领,超长袖,,毛纺,解构,中款,粗针,撞色/渐变,基础扣饰,imgs/show_768/28eb1b98e9e5c55add443536414e2556_6fbc7275552301d0b379fd4813f0e68e.png,True,3333.0,5000.0,0.67,5.197266578674316,330.05050998261856,168.07306021231193,39.20309448242188,a woman in a green jacket and skirt holding a bag,arafed image of a woman in a camouflage outfit holding a bag,1.0,"(89, 426, 183, 331)",3.0,1.0,3.0,False,海盗黑#榉树色#骨白色#燕麦色,暗影灰#岩石灰#燕麦,黑白灰#大地色,"a full body view photo , a woman in a green jacket and skirt holding a bag , Black Race","Women's Clothes for Autumn and Winter , Retro Style Achromatic & Earth Tone Color Knit Coat , M Size , Lapel Collar , Woolen Fabric , Deconstructed Contour , Coarse Gauge Making Technology , Bump / Gradient Texture , Basic Buckle Accessories",768,1152
1308146,842e185ac8f6649e5459c7e4ac211e76,2021春夏米兰Fabiana Filippi成衣,Fabiana Filippi,33_acdf6e424cf069b5c0a4fce997b0146d,0.385,0.5337,0.6156,0.8544,女装,秋冬,都市#极简,中长裤,翻领,中长袖,,化纤,A型,长款,无工艺,纯色,,imgs/show_768/a86a983c61359c6c445e5dc44a94893b_dea1f433e7eceaf0982d977bf61fa849.png,True,1800.0,2700.0,0.67,5.668532848358154,291.44376287508027,165.19761036060476,55.40398039641204,a woman in a white coat and black shoes,arafed woman in a white coat and white pants standing in front of a wall,1.0,"(204, 419, 283, 340)",0.0,1.0,3.0,True,蛋酒色,珠光象牙色,大地色,"a full body view photo , a woman in a white coat and black shoes , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban & Minimalism Style Earth Tone Color Middle Trousers , L Size , Lapel Collar , Chemical Fabric , A-Line Contour , No process Making Technology , Solid Color Texture",768,1152
1308147,842e185ac8f6649e5459c7e4ac211e76,2021春夏米兰Fabiana Filippi成衣,Fabiana Filippi,33_acdf6e424cf069b5c0a4fce997b0146d,0.3122,0.2463,0.695,0.7226,女装,秋冬,都市#极简,大衣 / 风衣,翻驳领,中长袖,基础袖,呢绒,H型,长款,无工艺,纯色,基础扣饰,imgs/show_768/a86a983c61359c6c445e5dc44a94893b_dea1f433e7eceaf0982d977bf61fa849.png,True,1800.0,2700.0,0.67,5.668532848358154,291.44376287508027,165.19761036060476,55.40398039641204,a woman in a white coat and black shoes,arafed woman in a white coat and white pants standing in front of a wall,1.0,"(204, 419, 283, 340)",0.0,1.0,3.0,True,蛋酒色#天鹅白,珠光象牙色#羊皮纸色,大地色,"a full body view photo , a woman in a white coat and black shoes , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban & Minimalism Style Earth Tone Color Overcoat , L Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Wool Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1309813,2366320d5e0dcbaa2bd1c9888491f749,2018初秋巴黎Sacai成衣,Sacai,33_fd52655d2748294279ea44bd71ea79d3,0.1845,0.0784,0.6826,0.791,女装,秋冬,日常休闲,大衣 / 风衣,连帽领,中长袖,,呢绒,H型,长款,拼接,纯色,毛条,imgs/show_768/238866c05f4c1e638fa8a1794233a460_39044f5dac041067aa31045d5964c0e0.png,True,2136.0,3201.0,0.67,5.219115734100342,328.6801636483819,191.95590549045136,50.238836217809606,a woman in a brown coat and white skirt,a woman in a coat and boots poses for a picture,1.0,"(84, 451, 163, 372)",0.0,1.0,3.0,False,沙暴色#烤面包色#灰丁香色,浅棕#枫糖#蒸汽蓝,橙色#大地色#黑白灰,"a full body view photo , a woman in a brown coat and white skirt , White Race","Women's Clothes for Autumn and Winter , Daily Leisure Style Orange & Earth Tone & Achromatic Color Overcoat , L Size , Hoodie Collar , Wool Fabric , H-Line Contour , Splicing Making Technology , Solid Color Texture , Fur-Lined Accessories",768,1152
1311131,84973b9fd67c3ba4dcc582fe7aa0ba48,2023春夏深圳Yaoziyi成衣,Yaoziyi,33_a0810a73b37e29dbf40e88237c6eaf21,0.313,0.1952,0.6807,0.7416,女装,春夏,浪漫/淑女,连衣裙,立领,短袖,,丝绒,T型,长款,抽褶#拼接#荷叶边,纯色,蕾丝花边,imgs/show_768/ba9f93f995f5db0c9b226a5083f618a1_a8d741ded7dd9313ea9e5eae3ea5bb01.png,True,3332.0,5000.0,0.67,5.904400825500488,189.1246507322232,44.17020783600984,72.17941736291957,a woman in a black dress and hat walks down the runway,araffe wearing a black dress and a gold headpiece walks down a runway,1.0,"(132, 419, 211, 340)",1.0,1.0,3.0,False,蓝黑色,幽蓝,蓝色,"a full body view photo , a woman in a black dress and hat walks down the runway , Asian Race","Women's Clothes for Spring and Summer , Romance / Lady Style Blue Color Dress , L Size , Stand Collar , Velvet Fabric , T-Line Contour , Shir & Splicing & Flounced Making Technology , Solid Color Texture , Lace Ruffles Accessories",768,1152
1311442,4851e40a19e2e205a0abc8de9c4debc3,2020春夏巴黎Guy Laroche 姬龙雪成衣,Guy Laroche 姬龙雪,33_95c2628ada1b5cf7e06519e4745d3c0d,0.3209,0.4463,0.6586,0.8682,男装,秋冬,家居服,中长裤,,,,化纤,O型,超长款,无工艺,纯色,,imgs/show_768/de54a5e8e2f365a5b64de728819c4c31_634b0b82c5c95d1cd4cb85881f2f5dce.png,True,1365.0,2048.0,0.67,5.26215934753418,495.85180214230246,66.18356888382523,51.602188675491895,a model walks the runway at the given by given,arafed male model in black outfit walking down runway,1.0,"(76, 411, 155, 332)",2.0,1.0,3.0,False,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a model walks the runway at the given by given","Man's Clothes for Autumn and Winter , Leisure Wear Style Achromatic Color Middle Trousers , XL Size , Chemical Fabric , O-Line Contour , No process Making Technology , Solid Color Texture",768,1152
1311443,4851e40a19e2e205a0abc8de9c4debc3,2020春夏巴黎Guy Laroche 姬龙雪成衣,Guy Laroche 姬龙雪,33_95c2628ada1b5cf7e06519e4745d3c0d,0.2711,0.1484,0.6974,0.499,男装,春夏,家居服,夹克,衬衫领,中长袖,基础袖,化纤,宽松型,中款,无工艺,纯色,基础扣饰,imgs/show_768/de54a5e8e2f365a5b64de728819c4c31_634b0b82c5c95d1cd4cb85881f2f5dce.png,True,1365.0,2048.0,0.67,5.26215934753418,495.85180214230246,66.18356888382523,51.602188675491895,a model walks the runway at the given by given,arafed male model in black outfit walking down runway,1.0,"(76, 411, 155, 332)",2.0,1.0,3.0,False,酱黑色,深黑,黑白灰,"a full body view photo , a model walks the runway at the given by given","Man's Clothes for Spring and Summer , Leisure Wear Style Achromatic Color Jacket , M Size , Shirt Collar , Medium Long Sleeve in Basic Sleeves Type, Chemical Fabric , Loose Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1312953,6567567334dcc2b52245a540c772234c,19/20秋冬哈萨克斯坦Kamla Bakh成衣,Kamla Bakh,33_d491d9f88ff95b0a2ad19c6288866074,0.3422,0.3374,0.6665,0.5466,女童,春夏,极简,套衫,圆形领,中长袖,基础袖,棉麻,X型,无法确定,抽褶,纯色,,imgs/show_768/55a707433001c374c459b991d4f7c847_180a4bd9e21772f8ff9a7c8557bdcb73.png,True,3337.0,5000.0,0.67,5.333402633666992,93.5154100220193,137.16377653899016,94.55208559389467,a little girl in a white outfit is standing on the floor,araffed little girl in white outfit walking down runway,1.0,"(316, 427, 395, 348)",0.0,1.0,3.0,True,兰花瓣色#浅兰花色,淡兰花紫#羽扇豆紫,紫色,"a full body view photo , a little girl in a white outfit is standing on the floor , White Race , Look_at_viewer","Girl's Clothes for Spring and Summer , Minimalism Style Purple Color Pullover , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , X-Line Contour , Shir Making Technology , Solid Color Texture",768,1152
1312954,6567567334dcc2b52245a540c772234c,19/20秋冬哈萨克斯坦Kamla Bakh成衣,Kamla Bakh,33_d491d9f88ff95b0a2ad19c6288866074,0.3509,0.3404,0.662,0.715,女童,春夏,极简,背带裤 / 连体裤,圆形领,中长袖,基础袖,棉麻,,长款,抽褶,纯色,,imgs/show_768/55a707433001c374c459b991d4f7c847_180a4bd9e21772f8ff9a7c8557bdcb73.png,True,3337.0,5000.0,0.67,5.333402633666992,93.5154100220193,137.16377653899016,94.55208559389467,a little girl in a white outfit is standing on the floor,araffed little girl in white outfit walking down runway,1.0,"(316, 427, 395, 348)",0.0,1.0,3.0,True,柔紫色#浅兰花色,郁金香紫#羽扇豆紫,紫色,"a full body view photo , a little girl in a white outfit is standing on the floor , White Race , Look_at_viewer","Girl's Clothes for Spring and Summer , Minimalism Style Purple Color Back Pants - Jumpsuit , L Size , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , Shir Making Technology , Solid Color Texture",768,1152
1313574,6cb0a0ba798192706daebbf21c5322f9,2020春夏莫斯科Эфемерида DK童装,Эфемерида DK,10_7c64afa66412abda941fce9731162c16,0.1565,0.2644,0.8641,0.5925,女装,春夏,日常休闲,T恤,圆形领,短袖,基础袖,针织面料,常规型,无法确定,印花,文字图案,织带,imgs/show_768/620fbae06a6082d91acc361a4128b754_ee32d963f83678f499bf7639be117825.png,True,1067.0,1600.0,0.67,5.036045074462891,1057.1819150694955,193.54372603804973,56.74625990125868,a model walks the runway at the mo fashion show,arafed woman with a tie on a runway wearing a white shirt and black and white skirt,1.0,"(149, 434, 285, 297)",0.0,1.0,2.0,True,炽白,亮白,黑白灰,"a mid-length body view photo , a model walks the runway at the mo fashion show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Daily Leisure Style Achromatic Color T-Shirt , Round Neck Collar , Short Sleeve in Basic Sleeves Type, Knit Fabrics Fabric , Conventional Contour , Printing Making Technology , Text Pattern Texture , Ribbon Accessories",768,1152
1314579,c9b9a783ac346bed79476df23a95cce3,20/21秋冬米兰Marni 玛尼成衣,Marni 玛尼,33_5b3e2a6bd7173848513acb4651578519,0.2401,0.1562,0.7789,0.8873,女装,秋冬,都市,皮大衣,翻驳领,中长袖,基础袖,皮革面料,H型,超长款,无工艺,纯色,基础扣饰,imgs/show_768/4d92229dd6cb2ceff79414da29e5c71d_31e15e521de1c301efb02245fbc2a11b.png,True,2574.0,3861.0,0.67,5.426023006439209,177.81720462844115,141.16318314163777,23.00838216145833,a model walks the runway at the given by david korman,araffe wearing a black coat and a black dress walking down a runway,1.0,"(100, 419, 179, 340)",0.0,1.0,3.0,True,酱黑色,深黑,黑白灰,"a full body view photo , a model walks the runway at the given by david korman , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban Style Achromatic Color Leather Coat , XL Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Leather Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1314580,c9b9a783ac346bed79476df23a95cce3,20/21秋冬米兰Marni 玛尼成衣,Marni 玛尼,33_5b3e2a6bd7173848513acb4651578519,0.3885,0.5649,0.5905,0.9446,女装,秋冬,都市,中长裤,翻领,中长袖,基础袖,棉麻,,超长款,印染,晕染,,imgs/show_768/4d92229dd6cb2ceff79414da29e5c71d_31e15e521de1c301efb02245fbc2a11b.png,True,2574.0,3861.0,0.67,5.426023006439209,177.81720462844115,141.16318314163777,23.00838216145833,a model walks the runway at the given by david korman,araffe wearing a black coat and a black dress walking down a runway,1.0,"(100, 419, 179, 340)",0.0,1.0,3.0,True,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a model walks the runway at the given by david korman , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban Style Achromatic Color Middle Trousers , XL Size , Lapel Collar , Medium Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , Printing And Dyeing Making Technology , Bloom Texture",768,1152
1317924,97843e84645bdd19391fd9146bde3810,2018春夏哥伦比亚Mulierr成衣,Mulierr,33_4507ec238c3ed090908ff4d1b1d9c13c,0.4551,0.29,0.7585,0.9092,女装,春夏,浪漫/淑女,针织裙,方形领,无袖,无袖,毛纺,S型,超长款,细针,纯色,,imgs/show_768/e0baaff24ec548b380c269f2941fc543_87147e6fa9e1ab0f11e8b6f2e6eb5e1b.png,True,679.0,1024.0,0.66,5.719826698303223,1857.6616835111568,118.53609777379918,66.37941713686342,two models walk the runway at the fashion show,a couple of women walking down a runway wearing white dresses,2.0,"(244, 491, 323, 412)",-1.0,1.0,-1.0,-1,月光灰色#深银灰色,月光灰,黑白灰,two models walk the runway at the fashion show,"Women's Clothes for Spring and Summer , Romance / Lady Style Achromatic Color Knit Skirt , XL Size , Square Neck Collar , Sleeveless , Woolen Fabric , S-Line Contour , Fine Gauge Making Technology , Solid Color Texture",768,1152
1317925,97843e84645bdd19391fd9146bde3810,2018春夏哥伦比亚Mulierr成衣,Mulierr,33_4507ec238c3ed090908ff4d1b1d9c13c,0.109,0.2324,0.3859,0.8955,女装,春夏,浪漫/淑女,连衣裙,,,,,S型,超长款,拼接,纯色,,imgs/show_768/e0baaff24ec548b380c269f2941fc543_87147e6fa9e1ab0f11e8b6f2e6eb5e1b.png,True,679.0,1024.0,0.66,5.719826698303223,1857.6616835111568,118.53609777379918,66.37941713686342,two models walk the runway at the fashion show,a couple of women walking down a runway wearing white dresses,2.0,"(244, 491, 323, 412)",-1.0,1.0,-1.0,-1,鸽羽色,苜蓿,黑白灰,two models walk the runway at the fashion show,"Women's Clothes for Spring and Summer , Romance / Lady Style Achromatic Color Dress , XL Size , S-Line Contour , Splicing Making Technology , Solid Color Texture",768,1152
1319277,be581d953d82650b53c9ed4db5a5e1c4,2019春夏纽约Michael Kors 迈克高仕成衣,Michael Kors 迈克高仕,33_a77bcc0c5f523a9f8156fbf1916a5d49,0.3405,0.5227,0.6025,0.918,女装,春夏,民族风,半身裙,V领,中长袖,无袖,化纤,H型,超长款,印花,植物/花卉,,imgs/show_768/bd8ff23c9b3194b11bfaca5358718daf_b40b0315714dd6d5160e5a4d78b8a972.png,True,2000.0,3000.0,0.67,5.684604644775391,367.0531763146389,155.4562050148293,51.926458288122106,a model walks down the runway at the mo fashion show,araffe wearing a pink and black striped top and colorful pants,1.0,"(108, 403, 187, 324)",0.0,1.0,3.0,False,黑豆色#大黄果色#大丽花红#斗牛士,咖啡色#葡萄酒红#藏红#绯红,大地色#红色,"a full body view photo , a model walks down the runway at the mo fashion show , White Race","Women's Clothes for Spring and Summer , Ethnic Style Earth Tone & Red Color Skirt , XL Size , V-Neck Collar , Medium Long Sleeve in Sleeveless Type, Chemical Fabric , H-Line Contour , Printing Making Technology , Plants / Flowers Texture",768,1152
1319278,be581d953d82650b53c9ed4db5a5e1c4,2019春夏纽约Michael Kors 迈克高仕成衣,Michael Kors 迈克高仕,33_a77bcc0c5f523a9f8156fbf1916a5d49,0.2535,0.18,0.744,0.563,女装,春夏,日常休闲,T恤,圆形领,中长袖,基础袖,针织面料,宽松型,中款,无工艺,条纹/波纹,,imgs/show_768/bd8ff23c9b3194b11bfaca5358718daf_b40b0315714dd6d5160e5a4d78b8a972.png,True,2000.0,3000.0,0.67,5.684604644775391,367.0531763146389,155.4562050148293,51.926458288122106,a model walks down the runway at the mo fashion show,araffe wearing a pink and black striped top and colorful pants,1.0,"(108, 403, 187, 324)",0.0,1.0,3.0,False,踢踏舞鞋色#虚拟粉红,深黑#玫红,黑白灰#红色,"a full body view photo , a model walks down the runway at the mo fashion show , White Race","Women's Clothes for Spring and Summer , Daily Leisure Style Achromatic & Red Color T-Shirt , M Size , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, Knit Fabrics Fabric , Loose Contour , No process Making Technology , Stripe / Ripple Texture",768,1152
1321896,93972447e19e0a0341285be8ded1f0a0,2019春夏莫斯科Igor Gulyaev成衣,Igor Gulyaev,33_f13f7181e743583a25a70ca5de23247d,0.2395,0.1717,0.772,0.7202,女装,秋冬,工装风,大衣 / 风衣,翻领,中长袖,基础袖,棉麻,X型,长款,拼接,撞色/渐变,成品腰带,imgs/show_768/5c6d1f0582baabfadd1c0c80217d3664_7411146483daf5bbd15758f398999ef3.png,True,2000.0,2999.0,0.67,5.202197074890137,430.8140762922928,128.46466855649595,36.165069580078125,a model walks the runway at the marc marc marc marc marc marc marc marc marc marc marc marc,arafed woman walking down a runway wearing a gray coat and hat,1.0,"(132, 419, 211, 340)",0.0,1.0,3.0,False,冰川灰#月岩色#高楼色,冰河灰,黑白灰,"a full body view photo , a model walks the runway at the marc , White Race","Women's Clothes for Autumn and Winter , Tooling Style Achromatic Color Overcoat , L Size , Lapel Collar , Medium Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , X-Line Contour , Splicing Making Technology , Bump / Gradient Texture , Finished Belt Accessories",768,1152
1322377,411342c0dffaf4c7035b7983fcd65de3,18/19秋冬圣彼得堡Igor Gulyaev成衣,Igor Gulyaev,33_181a6057cc189233aa8a065a9b2eaecd,0.362,0.376,0.616,0.838,女装,秋冬,前卫,中长裤,连帽领,中长袖,,化纤,X型,超长款,无工艺,文字图案#撞色/渐变,成品腰带,imgs/show_768/45b4d5639d70e92f7e185368a66cea10_e5e9a7f044f1737e18e7ab641b4c53d5.png,True,1000.0,1500.0,0.67,5.277583122253418,379.5161437872983,98.3723223650897,99.69551142939817,a model walks the runway at the fashion show,araffe wearing a red coat and green pants walking down a runway,1.0,"(188, 411, 267, 332)",2.0,1.0,3.0,False,群青绿#酱黑色,翠绿色#深黑,绿色#黑白灰,"a full body view photo , a model walks the runway at the fashion show","Women's Clothes for Autumn and Winter , Midfielder Style Green & Achromatic Color Middle Trousers , XL Size , Hoodie Collar , Chemical Fabric , X-Line Contour , No process Making Technology , Text Pattern & Bump / Gradient Texture , Finished Belt Accessories",768,1152
1322378,411342c0dffaf4c7035b7983fcd65de3,18/19秋冬圣彼得堡Igor Gulyaev成衣,Igor Gulyaev,33_181a6057cc189233aa8a065a9b2eaecd,0.23,0.218,0.698,0.8167,女装,秋冬,前卫,连体裤,连帽领,中长袖,非常规袖,化纤,,超长款,拼接,格纹/菱格#文字图案#撞色/渐变,,imgs/show_768/45b4d5639d70e92f7e185368a66cea10_e5e9a7f044f1737e18e7ab641b4c53d5.png,True,1000.0,1500.0,0.67,5.277583122253418,379.5161437872983,98.3723223650897,99.69551142939817,a model walks the runway at the fashion show,araffe wearing a red coat and green pants walking down a runway,1.0,"(188, 411, 267, 332)",2.0,1.0,3.0,False,群青绿#酱黑色#大丽花红#火红,翠绿色#深黑#藏红#嘉年华,绿色#黑白灰#红色,"a full body view photo , a model walks the runway at the fashion show","Women's Clothes for Autumn and Winter , Midfielder Style Green & Achromatic & Red Color Rompers , XL Size , Hoodie Collar , Medium Long Sleeve in Unconventional Sleeves Type, Chemical Fabric , Splicing Making Technology , Grid / Rhombie & Text Pattern & Bump / Gradient Texture",768,1152
1325187,705bbac549a1e7a19e40ac241a41dcd7,22/23秋冬马德里Roberto Diz成衣,Roberto Diz,33_299eab64e2225d42538cb84f12ed74f3,0.0661,0.2398,0.9864,0.9948,女装,春夏,家居服,套衫,圆形领,超长袖,,化纤,常规型,无法确定,无工艺,纯色,,imgs/show_768/4feda44c2d90ccc111af51b95a01e8ee_b401cd8a68341ce83ea17068fed621dc.png,True,2573.0,3861.0,0.67,5.4581499099731445,177.16445583473026,49.83263821072049,72.87038619429977,a model walks the runway at the jean jean fall / winter 2013 show,a woman in a black dress walking down a runway,1.0,"(135, 420, 272, 284)",2.0,1.0,2.0,False,夜蓝色,蔷薇辉石,紫色,"a mid-length body view photo , a model walks the runway at the jean fall / winter 2013 show","Women's Clothes for Spring and Summer , Leisure Wear Style Purple Color Pullover , Round Neck Collar , Chemical Fabric , Conventional Contour , No process Making Technology , Solid Color Texture",768,1152
1325277,59310446b9958037539a9974f6549e09,19/20秋冬圣保罗Água De Coco Por Liana Thomaz成衣,Água De Coco Por Liana Thomaz,33_edfa68cc21ac62a4cd182a09cf26827f,0.3773,0.3667,0.6319,0.5211,女装,春夏,性感,内裤 / 泳裤,,,无袖,弹力面料,H型,短款,印花,植物/花卉,,imgs/show_768/c4d4103311594bfb39f77623a3a0e786_a44064d813de24b150ef8a2c66019e67.png,True,1198.0,1800.0,0.67,6.119013786315918,977.2997696408262,112.8736843532986,37.8600757740162,a model walks the runway at the moo show,arafed woman in a bikini and jacket walking down a runway,1.0,"(100, 419, 179, 340)",2.0,1.0,3.0,True,暗冷杉绿,绿褐色,大地色,"a full body view photo , a model walks the runway at the moo show , Look_at_viewer","Women's Clothes for Spring and Summer , Sexy Style Earth Tone Color Underwear / Swimming Trunks , S Size , Stretch Fabrics Fabric , H-Line Contour , Printing Making Technology , Plants / Flowers Texture",768,1152
1325278,59310446b9958037539a9974f6549e09,19/20秋冬圣保罗Água De Coco Por Liana Thomaz成衣,Água De Coco Por Liana Thomaz,33_edfa68cc21ac62a4cd182a09cf26827f,0.2112,0.1661,0.7563,0.7383,女装,秋冬,复古,大衣 / 风衣,颈线领,中长袖,,化纤,H型,长款,印花,植物/花卉,,imgs/show_768/c4d4103311594bfb39f77623a3a0e786_a44064d813de24b150ef8a2c66019e67.png,True,1198.0,1800.0,0.67,6.119013786315918,977.2997696408262,112.8736843532986,37.8600757740162,a model walks the runway at the moo show,arafed woman in a bikini and jacket walking down a runway,1.0,"(100, 419, 179, 340)",2.0,1.0,3.0,True,暗冷杉绿#榉树色#海盗黑,绿褐色#岩石灰#暗影灰,大地色#黑白灰,"a full body view photo , a model walks the runway at the moo show , Look_at_viewer","Women's Clothes for Autumn and Winter , Retro Style Earth Tone & Achromatic Color Overcoat , L Size , Neck Collar , Chemical Fabric , H-Line Contour , Printing Making Technology , Plants / Flowers Texture",768,1152
1325279,59310446b9958037539a9974f6549e09,19/20秋冬圣保罗Água De Coco Por Liana Thomaz成衣,Água De Coco Por Liana Thomaz,33_edfa68cc21ac62a4cd182a09cf26827f,0.394,0.19,0.606,0.3311,女装,春夏,性感,泳装 / 内衣,抹胸领,无袖,无袖,弹力面料,截短型,短款,印花,植物/花卉,,imgs/show_768/c4d4103311594bfb39f77623a3a0e786_a44064d813de24b150ef8a2c66019e67.png,True,1198.0,1800.0,0.67,6.119013786315918,977.2997696408262,112.8736843532986,37.8600757740162,a model walks the runway at the moo show,arafed woman in a bikini and jacket walking down a runway,1.0,"(100, 419, 179, 340)",2.0,1.0,3.0,True,青铜色#榉树色,青铜#岩石灰,黑白灰#大地色,"a full body view photo , a model walks the runway at the moo show , Look_at_viewer","Women's Clothes for Spring and Summer , Sexy Style Achromatic & Earth Tone Color Swimsuit / Underwear , S Size , Bra Collar , Sleeveless , Stretch Fabrics Fabric , Truncated Contour , Printing Making Technology , Plants / Flowers Texture",768,1152
1328232,09090af1f81b86e8bb329b8327fe4c74,2020初秋佛罗伦萨Salvatore Ferragamo 菲拉格慕成衣,Salvatore Ferragamo 菲拉格慕,33_d6d734a10994b9f69054277bd51c4742,0.2526,0.5139,0.8463,0.9727,女装,春夏,性感,皮裙,抹胸领,无袖,无袖,皮革面料,A型,短款,抽褶,纯色,,imgs/show_768/1c14700de774eb726bb8dbcc9e9bc479_ede56431099c03240f9a4e3b51d038f0.png,True,2732.0,4098.0,0.67,5.571063995361328,144.45260037863503,113.92617684823496,41.89681780779803,a woman in a black sweater and a black leather skirt,arafed woman in black top and black skirt leaning against a wall,1.0,"(146, 455, 241, 360)",0.0,1.0,2.0,False,踢踏舞鞋色,深黑,黑白灰,"a mid-length body view photo , a woman in a black sweater and a black leather skirt , White Race","Women's Clothes for Spring and Summer , Sexy Style Achromatic Color Leather Skirt , S Size , Bra Collar , Sleeveless , Leather Fabric , A-Line Contour , Shir Making Technology , Solid Color Texture",768,1152
1328233,09090af1f81b86e8bb329b8327fe4c74,2020初秋佛罗伦萨Salvatore Ferragamo 菲拉格慕成衣,Salvatore Ferragamo 菲拉格慕,33_d6d734a10994b9f69054277bd51c4742,0.0048,0.1864,0.9898,0.5288,女装,春夏,性感,针织套衫,立领,中长袖,蝙蝠袖,毛纺,S型,短款,细针#针织螺纹,纯色,,imgs/show_768/1c14700de774eb726bb8dbcc9e9bc479_ede56431099c03240f9a4e3b51d038f0.png,True,2732.0,4098.0,0.67,5.571063995361328,144.45260037863503,113.92617684823496,41.89681780779803,a woman in a black sweater and a black leather skirt,arafed woman in black top and black skirt leaning against a wall,1.0,"(146, 455, 241, 360)",0.0,1.0,2.0,False,夜蓝色,蔷薇辉石,紫色,"a mid-length body view photo , a woman in a black sweater and a black leather skirt , White Race","Women's Clothes for Spring and Summer , Sexy Style Purple Color Knit Pullover , S Size , Stand Collar , Medium Long Sleeve in Bat Sleeves Type, Woolen Fabric , S-Line Contour , Fine Gauge & Knitting Thread Making Technology , Solid Color Texture",768,1152
